TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000338	"protein deneddylation"	NaN	1.0413926851582251	0.04827652795210968	0.9419149504694394	0.08789671	null
GO:0001952	"regulation of cell-matrix adhesion"	NaN	2.0644579892269186	0.5551800714492614	0.9646650287295943	0.04157856	null
GO:0019395	"fatty acid oxidation"	19395	NaN	1.9344984512435677	0.4103504875929323	0.8707711570088829	0.70961587	44283
GO:0019752	"carboxylic acid metabolic process"	19752	NaN	2.9057958803678687	3.8814328473496187	0.8493754143235699	0.69250462	44283
GO:0032787	"monocarboxylic acid metabolic process"	32787	NaN	2.7520484478194387	2.7227961764989863	0.8552159321564667	0.90558578	44283
GO:0034440	"lipid oxidation"	34440	NaN	1.968482948553935	0.44414405715940913	0.9202145719702148	0.87188431	44283
GO:0043436	"oxoacid metabolic process"	43436	NaN	2.9138138523837167	3.9538476392777833	0.8492168271498145	0.95162284	44283
GO:0046394	"carboxylic acid biosynthetic process"	46394	NaN	2.4099331233312946	1.2358791155740079	0.8601266301661141	0.8119888	44283
GO:0046395	"carboxylic acid catabolic process"	46395	NaN	2.359835482339888	1.1007048373081008	0.8409861919935228	0.79986559	44283
GO:0046456	"icosanoid biosynthetic process"	46456	NaN	1.6334684555795864	0.20276141739886067	0.8819120245393183	0.81608782	44283
GO:0055086	"nucleobase-containing small molecule metabolic process"	55086	NaN	2.7737864449811935	2.862798107560104	0.8522151240514994	0.63768222	44283
GO:0072329	"monocarboxylic acid catabolic process"	72329	NaN	2.0863598306747484	0.5841459882205272	0.8500019595338145	0.92407564	44283
GO:1901607	"alpha-amino acid biosynthetic process"	1901607	NaN	1.7853298350107671	0.2896591677126581	0.8644491391556663	0.84452006	44283
GO:0045428	"regulation of nitric oxide biosynthetic process"	NaN	1.8750612633917	0.35724630684561165	0.9481616249137979	0.14852433	null
GO:0045685	"regulation of glial cell differentiation"	NaN	1.9777236052888478	0.453799362749831	0.9546329442012522	0.04299422	null
GO:0046324	"regulation of glucose import"	NaN	1.8195439355418688	0.31379743168871294	0.8982518049696808	0.40770831	null
GO:0010827	"regulation of glucose transmembrane transport"	10827	NaN	1.9344984512435677	0.4103504875929323	0.8962447417906705	0.68198772	46324
GO:0010829	"negative regulation of glucose transmembrane transport"	10829	NaN	1.3979400086720377	0.11586366708506324	0.8918500964231236	0.87401153	46324
GO:0017157	"regulation of exocytosis"	17157	NaN	2.3324384599156054	1.0331176981751473	0.8850511122228549	0.8007947	46324
GO:0022898	"regulation of transmembrane transporter activity"	22898	NaN	2.0211892990699383	0.5020758907019407	0.851420744103299	0.98767929	46324
GO:0032412	"regulation of monoatomic ion transmembrane transporter activity"	32412	NaN	2.012837224705172	0.4924205851115188	0.85165374958756	0.71989383	46324
GO:0034763	"negative regulation of transmembrane transport"	34763	NaN	1.99563519459755	0.47310997393067494	0.8801826683284194	0.70779631	46324
GO:0046883	"regulation of hormone secretion"	46883	NaN	2.525044807036845	1.6124360336004635	0.8413149855261901	0.84796625	46324
GO:0051047	"positive regulation of secretion"	51047	NaN	2.615950051656401	1.9889929516269191	0.861103688027348	0.87218906	46324
GO:0051048	"negative regulation of secretion"	51048	NaN	2.3180633349627615	0.9993241286086705	0.8728073470057065	0.74992064	46324
GO:1901016	"regulation of potassium ion transmembrane transporter activity"	1901016	NaN	1.380211241711606	0.11103601428985228	0.8645965773567639	0.86947922	46324
GO:1903530	"regulation of secretion by cell"	1903530	NaN	2.8273692730538253	3.23935502558656	0.8725088365720294	0.79748044	46324
GO:2001257	"regulation of cation channel activity"	2001257	NaN	1.7160033436347992	0.2462102925557594	0.8570726921261842	0.93064294	46324
GO:0046386	"deoxyribose phosphate catabolic process"	NaN	1.4471580313422192	0.13034662547069614	0.8647827055042462	0.48218194	null
GO:0009151	"purine deoxyribonucleotide metabolic process"	9151	NaN	1.3617278360175928	0.10620836149464132	0.854052664450686	0.90381644	46386
GO:0009394	"2'-deoxyribonucleotide metabolic process"	9394	NaN	1.662757831681574	0.21724437578449357	0.849652732875171	0.95444719	46386
GO:0046903	"secretion"	NaN	2.7528164311882715	2.727623829294197	0.9084381898938196	0.35297821	null
GO:0046942	"carboxylic acid transport"	NaN	2.530199698203082	1.6317466447813074	0.9013909817704847	0.4392766	null
GO:0006865	"amino acid transport"	6865	NaN	2.2068258760318495	0.7724244472337549	0.9069257342413485	0.90105805	46942
GO:0006869	"lipid transport"	6869	NaN	2.5550944485783194	1.7282997006855267	0.8931871896850558	0.54110301	46942
GO:0014051	"gamma-aminobutyric acid secretion"	14051	NaN	1	0.04344887515689872	0.9153935731542358	0.68234927	46942
GO:0015711	"organic anion transport"	15711	NaN	2.6324572921847245	2.0662353963502946	0.9023385965127154	0.53741083	46942
GO:0015812	"gamma-aminobutyric acid transport"	15812	NaN	1.2787536009528289	0.08689775031379744	0.9230934525032362	0.72471587	46942
GO:0015849	"organic acid transport"	15849	NaN	2.531478917042255	1.6365742975765183	0.9047933262109537	0.52199163	46942
GO:0015909	"long-chain fatty acid transport"	15909	NaN	1.7403626894942439	0.2606932509413923	0.9080116936186586	0.80381908	46942
GO:0015918	"sterol transport"	15918	NaN	1.9395192526186185	0.41517814038814327	0.9069113677359104	0.81466093	46942
GO:0044539	"long-chain fatty acid import into cell"	44539	NaN	1.1139433523068367	0.05793183354253162	0.9154402636538762	0.80635145	46942
GO:0090119	"vesicle-mediated cholesterol transport"	90119	NaN	0.9542425094393249	0.038621222361687746	0.8995960522843512	0.65231154	46942
GO:0140354	"lipid import into cell"	140354	NaN	1.255272505103306	0.08207009751858646	0.919153327694818	0.69635679	46942
GO:1990379	"lipid transport across blood-brain barrier"	1990379	NaN	0.7781512503836436	0.02413826397605484	0.9089983795547358	0.62756101	46942
GO:0048242	"epinephrine secretion"	NaN	0.47712125471966244	0.009655305590421936	0.9322288672301177	0	null
GO:0006887	"exocytosis"	6887	NaN	2.392696953259666	1.1876025876218983	0.8769322849557356	0.87681025	48242
GO:0009306	"protein secretion"	9306	NaN	2.123851640967086	0.6372501689678478	0.871204264361109	0.81559465	48242
GO:0017156	"calcium-ion regulated exocytosis"	17156	NaN	1.724275869600789	0.25103794535097035	0.8909028540396875	0.73844649	48242
GO:0023061	"signal release"	23061	NaN	2.342422680822206	1.057255962151202	0.8487747209908831	0.86468983	48242
GO:0032940	"secretion by cell"	32940	NaN	2.640481436970422	2.104856618711982	0.8823908573513035	0.53462633	48242
GO:0035592	"establishment of protein localization to extracellular region"	35592	NaN	2.1271047983648077	0.6420778217630588	0.8928139916493306	0.98241491	48242
GO:0045055	"regulated exocytosis"	45055	NaN	2.184691430817599	0.7338032248720672	0.880700569700177	0.83568622	48242
GO:0140029	"exocytic process"	140029	NaN	1.9030899869919435	0.3813845708216665	0.8877192501622825	0.77119517	48242
GO:0048284	"organelle fusion"	NaN	2.1583624920952498	0.6903543497151685	0.935586943671394	0.29869955	null
GO:0048513	"animal organ development"	NaN	3.494850021680094	15.081587332239065	0.9530465981450259	0.48200159	null
GO:0007275	"multicellular organism development"	7275	NaN	3.617000341120899	19.981654919378197	0.9427743565477066	0.58422626	48513
GO:0007399	"nervous system development"	7399	NaN	3.3412366232386925	10.587042579897654	0.9366782294299083	0.64815335	48513
GO:0030154	"cell differentiation"	30154	NaN	3.5996647787884166	19.199575166554023	0.9290945575612152	0.50122535	48513
GO:0048468	"cell development"	48468	NaN	3.4149733479708178	12.547069614753307	0.9321195009463764	0.7154492	48513
GO:0048731	"system development"	48731	NaN	3.564784384503987	17.717485758424253	0.9349502872880161	0.53885023	48513
GO:0048856	"anatomical structure development"	48856	NaN	3.7396514437093766	26.50381384570822	0.9522005963193247	0.60421568	48513
GO:0048869	"cellular developmental process"	48869	NaN	3.5998830720736876	19.20923047214444	0.9397389936293561	0.53796848	48513
GO:0048518	"positive regulation of biological process"	NaN	3.8000293592441343	30.457661484985998	0.9467318460412666	0.16005039	null
GO:0048519	"negative regulation of biological process"	NaN	3.7203247174174416	25.350004827652796	0.9485314305858404	0.1293421	null
GO:0048522	"positive regulation of cellular process"	NaN	3.7651467901080253	28.106594573718258	0.9077942636893853	0.15495773	null
GO:0009893	"positive regulation of metabolic process"	9893	NaN	3.5531545481696254	17.24920343728879	0.901479492840574	0.5463227	48522
GO:0010604	"positive regulation of macromolecule metabolic process"	10604	NaN	3.513483956704257	15.742975765182967	0.8942805273767066	0.75826318	48522
GO:0031325	"positive regulation of cellular metabolic process"	31325	NaN	3.5137501500818233	15.75263107077339	0.8895062047013805	0.78674066	48522
GO:0051173	"positive regulation of nitrogen compound metabolic process"	51173	NaN	3.453471233722936	13.71053393839915	0.8943688506850805	0.5078	48522
GO:0048523	"negative regulation of cellular process"	NaN	3.6904618932461783	23.66515400212417	0.9199296829669807	0.42408667	null
GO:0048583	"regulation of response to stimulus"	NaN	3.598790506763115	19.160953944192332	0.9510308842187838	0.11329274	null
GO:0048588	"developmental cell growth"	NaN	2.130333768495006	0.6469054745582697	0.9433414500170672	0.19227902	null
GO:0016049	"cell growth"	16049	NaN	2.143014800254095	0.6662160857391136	0.9816507895355802	0.70749594	48588
GO:0048589	"developmental growth"	48589	NaN	2.7315887651867388	2.5972772038235012	0.9606591796286149	0.82102983	48588
GO:0060560	"developmental growth involved in morphogenesis"	60560	NaN	2.2227164711475833	0.8013903640050208	0.9567491936800657	0.83892144	48588
GO:0097484	"dendrite extension"	97484	NaN	1.0791812460476249	0.05310418074732066	0.8988392770027206	0.7913153	48588
GO:1990138	"neuron projection extension"	1990138	NaN	1.9731278535996986	0.4489717099546201	0.8782795397921609	0.95301475	48588
GO:0048870	"cell motility"	NaN	3.0595634179012676	5.53249010331177	0.9854313375547136	0.02061844	null
GO:0050789	"regulation of biological process"	NaN	4.099853219884381	60.75118277493483	0.9442128274322286	0.33648818	null
GO:0050793	"regulation of developmental process"	NaN	3.4243915544102776	12.822245824080333	0.9541868532714715	0.09035891	null
GO:0050794	"regulation of cellular process"	NaN	4.080410007155637	58.091146084773584	0.939123895542189	0.22587859	null
GO:0050803	"regulation of synapse structure or activity"	NaN	2.505149978319906	1.540021241672299	0.9378308823187992	0.34231595	null
GO:0050804	"modulation of chemical synaptic transmission"	NaN	2.776701183988411	2.882108718740948	0.9307496261365726	0.29731752	null
GO:0032228	"regulation of synaptic transmission, GABAergic"	32228	NaN	1.6434526764861874	0.20758907019407163	0.947036297570923	0.70806841	50804
GO:0046928	"regulation of neurotransmitter secretion"	46928	NaN	2.041392685158225	0.5262141546779955	0.8750612164869603	0.78296246	50804
GO:0048167	"regulation of synaptic plasticity"	48167	NaN	2.4099331233312946	1.2358791155740079	0.9140187528533736	0.86715812	50804
GO:0048168	"regulation of neuronal synaptic plasticity"	48168	NaN	1.8920946026904804	0.3717292652312446	0.9232689707167904	0.75319542	50804
GO:0048169	"regulation of long-term neuronal synaptic plasticity"	48169	NaN	1.6020599913279623	0.18827845901322776	0.9277760316682285	0.7010294	50804
GO:0098815	"modulation of excitatory postsynaptic potential"	98815	NaN	1.806179973983887	0.304142126098291	0.8978580656020974	0.73701655	50804
GO:2000300	"regulation of synaptic vesicle exocytosis"	2000300	NaN	1.7853298350107671	0.2896591677126581	0.8790212887184133	0.91153252	50804
GO:2000463	"positive regulation of excitatory postsynaptic potential"	2000463	NaN	1.6127838567197355	0.19310611180843873	0.8837173020320787	0.80671873	50804
GO:0050807	"regulation of synapse organization"	NaN	2.494154594018443	1.5014000193106112	0.888378913705215	0.45001289	null
GO:0051963	"regulation of synapse assembly"	51963	NaN	2.1760912590556813	0.7193202664864343	0.888511137402706	0.89979793	50807
GO:0099174	"regulation of presynapse organization"	99174	NaN	1.6334684555795864	0.20276141739886067	0.9076609422449129	0.7902374	50807
GO:0099175	"regulation of postsynapse organization"	99175	NaN	2.1398790864012365	0.6613884329439027	0.8971600851613177	0.89160123	50807
GO:1905244	"regulation of modification of synaptic structure"	1905244	NaN	1.380211241711606	0.11103601428985228	0.9122191896757506	0.7469845	50807
GO:1905606	"regulation of presynapse assembly"	1905606	NaN	1.591064607026499	0.1834508062180168	0.901505269799446	0.78270487	50807
GO:0050885	"neuromuscular process controlling balance"	NaN	1.845098040014257	0.3331080428695568	0.9795587317716584	0.1102153	null
GO:0050896	"response to stimulus"	NaN	3.972804322336578	45.34131505262142	1	0	null
GO:0050905	"neuromuscular process"	NaN	2.278753600952829	0.912426378294873	0.9774467803658468	0.36860278	null
GO:0051098	"regulation of binding"	NaN	1.8573324964312685	0.34276334845997875	0.9277917574819764	0.49813139	null
GO:0007176	"regulation of epidermal growth factor-activated receptor activity"	7176	NaN	1.0413926851582251	0.04827652795210968	0.8820401265626925	0.84073853	51098
GO:0010469	"regulation of signaling receptor activity"	10469	NaN	1.724275869600789	0.25103794535097035	0.9087232970154934	0.53297176	51098
GO:0032409	"regulation of transporter activity"	32409	NaN	2.03342375548695	0.5165588490875737	0.925109855251597	0.56812053	51098
GO:0043393	"regulation of protein binding"	43393	NaN	1.5797835966168101	0.17862315342280582	0.93106373964525	0.51786087	51098
GO:0044092	"negative regulation of molecular function"	44092	NaN	2.444044795918076	1.3372598242734381	0.9180369956885874	0.64884922	51098
GO:0044093	"positive regulation of molecular function"	44093	NaN	2.682145076373832	2.3172733417012648	0.9132951502037933	0.76939083	51098
GO:0050790	"regulation of catalytic activity"	50790	NaN	2.6972293427597176	2.3993434392198516	0.9129762377639087	0.82940143	51098
GO:0098962	"regulation of postsynaptic neurotransmitter receptor activity"	98962	NaN	0.47712125471966244	0.009655305590421936	0.9074713179692896	0.7551886	51098
GO:0099601	"regulation of neurotransmitter receptor activity"	99601	NaN	1.4771212547196624	0.14000193106111808	0.9116371421865435	0.50755951	51098
GO:1900122	"positive regulation of receptor binding"	1900122	NaN	0.3010299956639812	0.004827652795210968	0.9447824380890911	0.69548218	51098
GO:0051126	"negative regulation of actin nucleation"	NaN	1	0.04344887515689872	0.9106195852629891	0.42239666	null
GO:1905906	"regulation of amyloid fibril formation"	1905906	NaN	1.146128035678238	0.06275948633774259	0.9012473216737953	0.51826092	51126
GO:0051128	"regulation of cellular component organization"	NaN	3.404491617758686	12.247755141450227	0.9501877083586762	0.09952258	null
GO:0051174	"regulation of phosphorus metabolic process"	NaN	2.9960736544852753	4.779376267258859	0.9344682119428885	0.27364943	null
GO:0051179	"localization"	NaN	3.6514718521990424	21.632712175340348	1	0	null
GO:0051239	"regulation of multicellular organismal process"	NaN	3.500373714353374	15.274693444047504	0.9528680209155397	0.09947196	null
GO:0051246	"regulation of protein metabolic process"	NaN	3.2755416884013098	9.100125518972675	0.9284056736502272	0.30792111	null
GO:0051258	"protein polymerization"	NaN	2.012837224705172	0.4924205851115188	0.9337867939999994	0.48904857	null
GO:0051301	"cell division"	NaN	2.7151673578484576	2.5007241479192817	0.9868161959847657	0.01517392	null
GO:0051341	"regulation of oxidoreductase activity"	NaN	1.380211241711606	0.11103601428985228	0.9292116554633081	0.0260651	null
GO:0032768	"regulation of monooxygenase activity"	32768	NaN	1	0.04344887515689872	0.9317532736061154	0.50060192	51341
GO:0033674	"positive regulation of kinase activity"	33674	NaN	2.0681858617461617	0.5600077242444723	0.8656161742066056	0.93482613	51341
GO:0043085	"positive regulation of catalytic activity"	43085	NaN	2.496929648073215	1.5110553249010332	0.9105080302441336	0.84608474	51341
GO:0043086	"negative regulation of catalytic activity"	43086	NaN	2.1903316981702914	0.7434585304624892	0.9159045480808296	0.71611199	51341
GO:0043087	"regulation of GTPase activity"	43087	NaN	2.03342375548695	0.5165588490875737	0.9177492429299416	0.60328748	51341
GO:0043547	"positive regulation of GTPase activity"	43547	NaN	1.8920946026904804	0.3717292652312446	0.9181745156354753	0.81792187	51341
GO:0043549	"regulation of kinase activity"	43549	NaN	2.311753861055754	0.9848411702230376	0.8811265319247962	0.93634948	51341
GO:0043550	"regulation of lipid kinase activity"	43550	NaN	0.6020599913279624	0.014482958385632905	0.9152812472209725	0.53777633	51341
GO:0045859	"regulation of protein kinase activity"	45859	NaN	2.2810333672477277	0.917254031090084	0.8676514373225105	0.90828903	51341
GO:0045860	"positive regulation of protein kinase activity"	45860	NaN	2.0453229787866576	0.5310418074732065	0.8540592282003	0.92147301	51341
GO:0050999	"regulation of nitric-oxide synthase activity"	50999	NaN	0.8450980400142568	0.02896591677126581	0.9334719985821304	0.85541975	51341
GO:0051000	"positive regulation of nitric-oxide synthase activity"	51000	NaN	0.6020599913279624	0.014482958385632905	0.935033016931211	0.91105987	51341
GO:0051336	"regulation of hydrolase activity"	51336	NaN	2.367355921026019	1.1200154484889446	0.9134196834691327	0.77511116	51341
GO:0051338	"regulation of transferase activity"	51338	NaN	2.401400540781544	1.211740851597953	0.9127551053692267	0.81763161	51341
GO:0051345	"positive regulation of hydrolase activity"	51345	NaN	2.1583624920952498	0.6903543497151685	0.9140747757205394	0.8673607	51341
GO:0051347	"positive regulation of transferase activity"	51347	NaN	2.187520720836463	0.7386308776672782	0.911789402986856	0.74221749	51341
GO:0051353	"positive regulation of oxidoreductase activity"	51353	NaN	1.0791812460476249	0.05310418074732066	0.9291154619981691	0.88934857	51341
GO:0061097	"regulation of protein tyrosine kinase activity"	61097	NaN	1.4471580313422192	0.13034662547069614	0.8887239519369831	0.75485954	51341
GO:0071900	"regulation of protein serine/threonine kinase activity"	71900	NaN	1.9731278535996986	0.4489717099546201	0.8761703053755063	0.84537472	51341
GO:0071902	"positive regulation of protein serine/threonine kinase activity"	71902	NaN	1.7403626894942439	0.2606932509413923	0.8628565581926096	0.92171839	51341
GO:0090218	"positive regulation of lipid kinase activity"	90218	NaN	1.6232492903979006	0.17342045983193383	0.8774307254570556	0.77399158	51341
GO:0090630	"activation of GTPase activity"	90630	NaN	1.3979400086720377	0.11586366708506324	0.9256345916536828	0.84798393	51341
GO:1902959	"regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process"	1902959	NaN	0.47712125471966244	0.009655305590421936	0.913600300030294	0.61215235	51341
GO:1902961	"positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process"	1902961	NaN	0.3010299956639812	0.004827652795210968	0.9034146603735594	0.92146376	51341
GO:1904666	"regulation of ubiquitin protein ligase activity"	1904666	NaN	1.146128035678238	0.06275948633774259	0.9291340617004415	0.51358688	51341
GO:1905245	"regulation of aspartic-type peptidase activity"	1905245	NaN	0.6020599913279624	0.014482958385632905	0.912537016498064	0.62974854	51341
GO:1905247	"positive regulation of aspartic-type peptidase activity"	1905247	NaN	0.47712125471966244	0.009655305590421936	0.8989856649328979	0.95600573	51341
GO:2000479	"regulation of cAMP-dependent protein kinase activity"	2000479	NaN	0.7781512503836436	0.02413826397605484	0.9018349905738895	0.55527072	51341
GO:2000481	"positive regulation of cAMP-dependent protein kinase activity"	2000481	NaN	0.6020599913279624	0.014482958385632905	0.8903184523666902	0.62690538	51341
GO:0051588	"regulation of neurotransmitter transport"	NaN	2.110589710299249	0.6179395577870039	0.9030044303652058	0.44363613	null
GO:0051640	"organelle localization"	NaN	2.7489628612561616	2.703485565318142	0.9202927994223556	0.29011322	null
GO:0051648	"vesicle localization"	NaN	2.271841606536499	0.8979434199092402	0.922888476491842	0.25599919	null
GO:0008088	"axo-dendritic transport"	8088	NaN	1.919078092376074	0.39586752920729945	0.8878729752645464	0.88983582	51648
GO:0008089	"anterograde axonal transport"	8089	NaN	1.6901960800285136	0.23172733417012648	0.8919410898805804	0.89726474	51648
GO:0008090	"retrograde axonal transport"	8090	NaN	1.3617278360175928	0.10620836149464132	0.89870765145543	0.78929531	51648
GO:0010970	"transport along microtubule"	10970	NaN	2.2355284469075487	0.8255286279810756	0.8801940918635481	0.74695349	51648
GO:0048489	"synaptic vesicle transport"	48489	NaN	1.6334684555795864	0.20276141739886067	0.899552703732997	0.64410413	51648
GO:0051650	"establishment of vesicle localization"	51650	NaN	2.2380461031287955	0.8303562807762865	0.8877329283690109	0.8634992	51648
GO:0051656	"establishment of organelle localization"	51656	NaN	2.630427875025024	2.0565800907598724	0.9082937370227725	0.81727075	51648
GO:0097479	"synaptic vesicle localization"	97479	NaN	1.7075701760979363	0.2413826397605484	0.9297861882570289	0.76393765	51648
GO:0098840	"protein transport along microtubule"	98840	NaN	1.2041199826559248	0.07241479192816452	0.8911316845981381	0.76416157	51648
GO:0098930	"axonal transport"	98930	NaN	1.7993405494535817	0.29931447330308003	0.889756164114703	0.92769463	51648
GO:0099118	"microtubule-based protein transport"	99118	NaN	1.2041199826559248	0.07241479192816452	0.8980528864484476	0.56922275	51648
GO:0099525	"presynaptic dense core vesicle exocytosis"	99525	NaN	0.9542425094393249	0.038621222361687746	0.8559514995132282	0.9008081	51648
GO:0099641	"anterograde axonal protein transport"	99641	NaN	1	0.04344887515689872	0.8865984349003788	0.9651815	51648
GO:1990048	"anterograde neuronal dense core vesicle transport"	1990048	NaN	0.6989700043360189	0.019310611180843873	0.9039131062449491	0.52966331	51648
GO:1990504	"dense core granule exocytosis"	1990504	NaN	1.0791812460476249	0.05310418074732066	0.8895336961160833	0.86200894	51648
GO:0051668	"localization within membrane"	NaN	2.7520484478194387	2.7227961764989863	0.893052206214986	0.39773752	null
GO:0051716	"cellular response to stimulus"	NaN	3.8696423446515946	35.75359660133243	0.96622084303328	0.23490156	null
GO:0051952	"regulation of amine transport"	NaN	2.0791812460476247	0.5744906826301052	0.9036890063831693	0.43109156	null
GO:0060047	"heart contraction"	NaN	1.9444826721501687	0.4200057931833543	0.9772135775198383	0.32583434	null
GO:0003015	"heart process"	3015	NaN	2.012837224705172	0.4924205851115188	0.9768749479681673	0.68646595	60047
GO:0008015	"blood circulation"	8015	NaN	2.6444385894678386	2.124167229892826	0.9732473970366005	0.80786511	60047
GO:0060322	"head development"	NaN	2.9190780923760737	4.002124167229893	0.9617387630134647	0.2395627	null
GO:0060996	"dendritic spine development"	NaN	1.6020599913279623	0.18827845901322776	0.895544966404779	0.47184267	null
GO:0048813	"dendrite morphogenesis"	48813	NaN	1.9138138523837167	0.3910398764120884	0.8837651532179407	0.8290166	60996
GO:0061024	"membrane organization"	NaN	2.8739015978644615	3.606256638022593	0.9356856964931748	0.27517262	null
GO:0061025	"membrane fusion"	NaN	2.2041199826559246	0.767596794438544	0.9347348564408754	0.20791379	null
GO:0006900	"vesicle budding from membrane"	6900	NaN	1.8692317197309762	0.3524186540504007	0.8503278523624137	0.60900421	61025
GO:0006906	"vesicle fusion"	6906	NaN	2.03342375548695	0.5165588490875737	0.8438702925549361	0.7464879	61025
GO:0007006	"mitochondrial membrane organization"	7006	NaN	2.012837224705172	0.4924205851115188	0.9254653565296665	0.62900961	61025
GO:0007007	"inner mitochondrial membrane organization"	7007	NaN	1.568201724066995	0.17379550062759488	0.9311019601708966	0.6474152	61025
GO:0032981	"mitochondrial respiratory chain complex I assembly"	32981	NaN	1.7781512503836436	0.2848315149174471	0.9251465965228438	0.67603676	61025
GO:0033108	"mitochondrial respiratory chain complex assembly"	33108	NaN	2.0043213737826426	0.4827652795210968	0.9215216786534604	0.70953912	61025
GO:0042407	"cristae formation"	42407	NaN	1.1760912590556813	0.06758713913295356	0.9360936374749578	0.77445621	61025
GO:0090174	"organelle membrane fusion"	90174	NaN	2.041392685158225	0.5262141546779955	0.9263415172187388	0.94005369	61025
GO:0061339	"establishment or maintenance of monopolar cell polarity"	NaN	1.4313637641589874	0.12551897267548517	0.9766630733990916	0.01070662	null
GO:0030010	"establishment of cell polarity"	30010	NaN	2.1398790864012365	0.6613884329439027	0.9733117724376943	0.83604742	61339
GO:0030951	"establishment or maintenance of microtubule cytoskeleton polarity"	30951	NaN	0.7781512503836436	0.02413826397605484	0.9283351958232707	0.60234993	61339
GO:0030952	"establishment or maintenance of cytoskeleton polarity"	30952	NaN	1	0.04344887515689872	0.9331147433162332	0.62689978	61339
GO:0035088	"establishment or maintenance of apical/basal cell polarity"	35088	NaN	1.806179973983887	0.304142126098291	0.9737645639273226	0.98842385	61339
GO:0035089	"establishment of apical/basal cell polarity"	35089	NaN	1.3979400086720377	0.11586366708506324	0.9745929880404997	0.97590056	61339
GO:0045197	"establishment or maintenance of epithelial cell apical/basal polarity"	45197	NaN	1.7634279935629373	0.2751762093270252	0.9739718908240373	0.74286316	61339
GO:0045198	"establishment of epithelial cell apical/basal polarity"	45198	NaN	1.3010299956639813	0.0917254031090084	0.9373109483397645	0.89650356	61339
GO:0061162	"establishment of monopolar cell polarity"	61162	NaN	1.414973347970818	0.1206913198802742	0.9753262595224181	0.98990861	61339
GO:0061245	"establishment or maintenance of bipolar cell polarity"	61245	NaN	1.806179973983887	0.304142126098291	0.9749849232648298	0.77333608	61339
GO:0090162	"establishment of epithelial cell polarity"	90162	NaN	1.6020599913279623	0.18827845901322776	0.9754970257065574	0.69785408	61339
GO:0061502	"early endosome to recycling endosome transport"	NaN	0.47712125471966244	0.009655305590421936	0.9157261986566644	0.20198883	null
GO:0016189	"synaptic vesicle to endosome fusion"	16189	NaN	0.6989700043360189	0.019310611180843873	0.8707752620090592	0.90452484	61502
GO:0032456	"endocytic recycling"	32456	NaN	1.8976270912904414	0.3765569180264555	0.8799465576542114	0.72091802	61502
GO:0036465	"synaptic vesicle recycling"	36465	NaN	1.863322860120456	0.34759100125518977	0.8868301581903181	0.89332575	61502
GO:0036466	"synaptic vesicle recycling via endosome"	36466	NaN	1	0.04344887515689872	0.8999327897282633	0.58132521	61502
GO:0048488	"synaptic vesicle endocytosis"	48488	NaN	1.806179973983887	0.304142126098291	0.8862393047611297	0.83361368	61502
GO:0098927	"vesicle-mediated transport between endosomal compartments"	98927	NaN	1.462397997898956	0.1351742782659071	0.8974643318074	0.62852075	61502
GO:0099504	"synaptic vesicle cycle"	99504	NaN	2.214843848047698	0.7869074056193878	0.8781710398455248	0.88598843	61502
GO:0099532	"synaptic vesicle endosomal processing"	99532	NaN	1.146128035678238	0.06275948633774259	0.9035511136591905	0.52871336	61502
GO:0140238	"presynaptic endocytosis"	140238	NaN	1.8260748027008264	0.3186250844839239	0.886248284021543	0.69575563	61502
GO:0061919	"process utilizing autophagic mechanism"	NaN	2.4727564493172123	1.4289852273824466	0.9876388091797149	0.01366045	null
GO:0062012	"regulation of small molecule metabolic process"	NaN	2.552668216112193	1.7186443950951047	0.9461957934976762	0.18635621	null
GO:0065007	"biological regulation"	NaN	4.112839510845115	62.595346142705424	1	0	null
GO:0065008	"regulation of biological quality"	NaN	3.4800069429571505	14.574683788741913	0.9575884529089067	0.07125561	null
GO:0065009	"regulation of molecular function"	NaN	2.9116901587538613	3.934537028096939	0.9649754021460001	0.03547908	null
GO:0070305	"response to cGMP"	NaN	1	0.04344887515689872	0.9815428497873032	0.31384871	null
GO:0071310	"cellular response to organic substance"	71310	NaN	3.2607866686549762	8.795983392874385	0.9555408401268702	0.69549873	70305
GO:0071321	"cellular response to cGMP"	71321	NaN	0.8450980400142568	0.02896591677126581	0.9668265973308761	0.63334587	70305
GO:0071407	"cellular response to organic cyclic compound"	71407	NaN	2.663700925389648	2.2207202857970456	0.9615323906029831	0.51433531	70305
GO:1901701	"cellular response to oxygen-containing compound"	1901701	NaN	3.048053173115609	5.387660519455441	0.9582541374101857	0.5532169	70305
GO:0070848	"response to growth factor"	NaN	2.7193312869837265	2.5248624118953367	0.9821452273501327	0.11258412	null
GO:0038179	"neurotrophin signaling pathway"	38179	NaN	1.4771212547196624	0.14000193106111808	0.9402564105761506	0.58703375	70848
GO:0038180	"nerve growth factor signaling pathway"	38180	NaN	1.146128035678238	0.06275948633774259	0.9434922274836726	0.87807873	70848
GO:0071363	"cellular response to growth factor stimulus"	71363	NaN	2.693726948923647	2.3800328280390075	0.9802531334177501	0.7497782	70848
GO:0071495	"cellular response to endogenous stimulus"	71495	NaN	3.0595634179012676	5.53249010331177	0.9804033404650729	0.75010824	70848
