TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
GO:0000302	"response to reactive oxygen species"	NaN	2.287801729930226	0.9317369894757168	0.9606618087423677	0.34860999	null
GO:0055086	"nucleobase-containing small molecule metabolic process"	55086	NaN	2.7737864449811935	2.862798107560104	0.8936589300742398	0.63768222	42180
GO:0072330	"monocarboxylic acid biosynthetic process"	72330	NaN	2.2068258760318495	0.7724244472337549	0.8999346733080328	0.93400366	42180
GO:0042391	"regulation of membrane potential"	NaN	2.7024305364455254	2.428309355991117	0.9347493523207955	0.41696107	null
GO:0042398	"cellular modified amino acid biosynthetic process"	NaN	1.5797835966168101	0.17862315342280582	0.9293936460018866	0.24614632	null
GO:0006658	"phosphatidylserine metabolic process"	6658	NaN	1.3222192947339193	0.09655305590421936	0.9077315736857052	0.71427128	42398
GO:0042592	"homeostatic process"	NaN	3.184975190698261	7.386308776672782	1	0	null
GO:0042743	"hydrogen peroxide metabolic process"	NaN	1.6532125137753437	0.21241672298928263	0.9494369305229193	0.15233714	null
GO:0042744	"hydrogen peroxide catabolic process"	42744	NaN	1.4471580313422192	0.13034662547069614	0.9357544249009192	0.81284238	42743
GO:0042886	"amide transport"	NaN	2.2013971243204513	0.762769141643333	0.8959848289274931	0.42985798	null
GO:0042982	"amyloid precursor protein metabolic process"	NaN	1.3222192947339193	0.09655305590421936	0.9506804603871969	0.214657	null
GO:0043067	"regulation of programmed cell death"	NaN	3.212986184736668	7.878729361784301	0.9535289150376335	0.08160511	null
GO:0043244	"regulation of protein-containing complex disassembly"	NaN	2.143014800254095	0.6662160857391136	0.9100364438693284	0.34101783	null
GO:0043462	"regulation of ATP-dependent activity"	NaN	1.3617278360175928	0.10620836149464132	0.9329360269689149	0.02419761	null
GO:0043603	"amide metabolic process"	NaN	2.9138138523837167	3.9538476392777833	0.9455139920293129	0.2097837	null
GO:0043954	"cellular component maintenance"	NaN	1.9294189257142926	0.40552283479772133	0.9499213127213193	0.01095639	null
GO:0044057	"regulation of system process"	NaN	2.803457115648414	3.0655595249589647	0.9480939836754976	0.05629368	null
GO:0051240	"positive regulation of multicellular organismal process"	51240	NaN	3.2576785748691846	8.733223906536642	0.9136458971774155	0.53755596	44057
GO:0044070	"regulation of monoatomic anion transport"	NaN	1.0791812460476249	0.05310418074732066	0.9019442972431109	0.29007544	null
GO:0002028	"regulation of sodium ion transport"	2028	NaN	1.8195439355418688	0.31379743168871294	0.8857409375932183	0.76682434	44070
GO:0010765	"positive regulation of sodium ion transport"	10765	NaN	1.5440680443502757	0.16414019503717292	0.8739784538052264	0.875135	44070
GO:0010959	"regulation of metal ion transport"	10959	NaN	2.5774917998372255	1.8200251037945352	0.8657689266370073	0.64884924	44070
GO:0032413	"negative regulation of ion transmembrane transporter activity"	32413	NaN	1.380211241711606	0.11103601428985228	0.8368889709451145	0.90621663	44070
GO:0034765	"regulation of monoatomic ion transmembrane transport"	34765	NaN	2.45178643552429	1.3613980882494932	0.8640083121771457	0.90235763	44070
GO:0034766	"negative regulation of monoatomic ion transmembrane transport"	34766	NaN	1.8260748027008264	0.3186250844839239	0.8623770731511425	0.91921143	44070
GO:0034767	"positive regulation of monoatomic ion transmembrane transport"	34767	NaN	2.1271047983648077	0.6420778217630588	0.8522057533679563	0.90201025	44070
GO:0043270	"positive regulation of monoatomic ion transport"	43270	NaN	2.3096301674258988	0.9800135174278265	0.8557781570999791	0.86799514	44070
GO:0043271	"negative regulation of monoatomic ion transport"	43271	NaN	2.0492180226701815	0.5358694602684175	0.8651670516881356	0.811258	44070
GO:0051924	"regulation of calcium ion transport"	51924	NaN	2.404833716619938	1.221396157188375	0.8701966215597066	0.89071622	44070
GO:0051926	"negative regulation of calcium ion transport"	51926	NaN	1.7403626894942439	0.2606932509413923	0.8697495635216198	0.7525442	44070
GO:0051928	"positive regulation of calcium ion transport"	51928	NaN	2.0969100130080562	0.5986289466061601	0.859189136276389	0.82110478	44070
GO:1901020	"negative regulation of calcium ion transmembrane transporter activity"	1901020	NaN	0.9542425094393249	0.038621222361687746	0.8483504899777211	0.92110063	44070
GO:1901379	"regulation of potassium ion transmembrane transport"	1901379	NaN	1.7993405494535817	0.29931447330308003	0.8790960729280815	0.76313361	44070
GO:1902305	"regulation of sodium ion transmembrane transport"	1902305	NaN	1.414973347970818	0.1206913198802742	0.8870086571025735	0.69851287	44070
GO:1903169	"regulation of calcium ion transmembrane transport"	1903169	NaN	2.2041199826559246	0.767596794438544	0.867916899064763	0.91351572	44070
GO:1903170	"negative regulation of calcium ion transmembrane transport"	1903170	NaN	1.5563025007672873	0.1689678478323839	0.8679580757583569	0.93733341	44070
GO:1904062	"regulation of monoatomic cation transmembrane transport"	1904062	NaN	2.403120521175818	1.216568504393164	0.8630696439221821	0.89029704	44070
GO:1904063	"negative regulation of cation transmembrane transport"	1904063	NaN	1.7853298350107671	0.2896591677126581	0.8627698458426125	0.88199111	44070
GO:1904064	"positive regulation of cation transmembrane transport"	1904064	NaN	2.0969100130080562	0.5986289466061601	0.8523388764204541	0.8948371	44070
GO:1904427	"positive regulation of calcium ion transmembrane transport"	1904427	NaN	1.9395192526186185	0.41517814038814327	0.8563675834645861	0.94615456	44070
GO:2000649	"regulation of sodium ion transmembrane transporter activity"	2000649	NaN	1.2041199826559248	0.07241479192816452	0.856214977399338	0.82380013	44070
GO:0044087	"regulation of cellular component biogenesis"	NaN	2.997386384397313	4.793859225644492	0.9564729357917284	0.06522423	null
GO:0044281	"small molecule metabolic process"	NaN	3.2073650374690716	7.77734865308487	0.9506676814619701	0.22246747	null
GO:0044403	"biological process involved in symbiotic interaction"	NaN	2.2764618041732443	0.907598725499662	1	0	null
GO:0045022	"early endosome to late endosome transport"	NaN	1.4313637641589874	0.12551897267548517	0.8783359603172134	0.40508075	null
GO:0098927	"vesicle-mediated transport between endosomal compartments"	98927	NaN	1.462397997898956	0.1351742782659071	0.8776062451592532	0.66130941	45022
GO:0045454	"cell redox homeostasis"	NaN	1.4913616938342726	0.14482958385632905	0.9800304471628369	0	null
GO:0046209	"nitric oxide metabolic process"	NaN	1.462397997898956	0.1351742782659071	0.9615092666067978	0	null
GO:0046341	"CDP-diacylglycerol metabolic process"	NaN	1.1760912590556813	0.06758713913295356	0.9168574257953898	0.47176012	null
GO:0006650	"glycerophospholipid metabolic process"	6650	NaN	2.4265112613645754	1.2841556435261177	0.8916709253555667	0.89142972	46341
GO:0006656	"phosphatidylcholine biosynthetic process"	6656	NaN	1.2787536009528289	0.08689775031379744	0.9010877221805988	0.66245505	46341
GO:0008654	"phospholipid biosynthetic process"	8654	NaN	2.322219294733919	1.0089794341990925	0.8858846002666438	0.90108246	46341
GO:0045017	"glycerolipid biosynthetic process"	45017	NaN	2.2833012287035497	0.922081683885295	0.9166701397422703	0.84616752	46341
GO:0046470	"phosphatidylcholine metabolic process"	46470	NaN	1.7481880270062005	0.26552090373660325	0.9005513346463265	0.64987189	46341
GO:0046474	"glycerophospholipid biosynthetic process"	46474	NaN	2.2174839442139063	0.7917350584145989	0.8877933786454963	0.79836038	46341
GO:0046578	"regulation of Ras protein signal transduction"	NaN	1.7481880270062005	0.26552090373660325	0.9490558019248783	0.44604702	null
GO:0051057	"positive regulation of small GTPase mediated signal transduction"	51057	NaN	1.9344984512435677	0.4103504875929323	0.926654500950247	0.77502567	46578
GO:0046903	"secretion"	NaN	2.7528164311882715	2.727623829294197	0.8867962531327371	0.35297821	null
GO:0046942	"carboxylic acid transport"	NaN	2.530199698203082	1.6317466447813074	0.8808622351596227	0.48709064	null
GO:0006865	"amino acid transport"	6865	NaN	2.2068258760318495	0.7724244472337549	0.887797157220981	0.90105805	46942
GO:0006869	"lipid transport"	6869	NaN	2.5550944485783194	1.7282997006855267	0.8718010029338724	0.54110301	46942
GO:0015711	"organic anion transport"	15711	NaN	2.6324572921847245	2.0662353963502946	0.8812863315908428	0.53741083	46942
GO:0015849	"organic acid transport"	15849	NaN	2.531478917042255	1.6365742975765183	0.8841684570241183	0.52199163	46942
GO:0015914	"phospholipid transport"	15914	NaN	1.9867717342662448	0.46345466834025295	0.8866650289301421	0.82416168	46942
GO:0042147	"retrograde transport, endosome to Golgi"	42147	NaN	1.8976270912904414	0.3765569180264555	0.865783795432287	0.77390401	46942
GO:0044539	"long-chain fatty acid import into cell"	44539	NaN	1.1139433523068367	0.05793183354253162	0.8949199005694075	0.69931674	46942
GO:0045332	"phospholipid translocation"	45332	NaN	1.7323937598229686	0.2558655981461813	0.8009729538527635	0.86754038	46942
GO:0090119	"vesicle-mediated cholesterol transport"	90119	NaN	0.9542425094393249	0.038621222361687746	0.8774237513622009	0.65231154	46942
GO:0140354	"lipid import into cell"	140354	NaN	1.255272505103306	0.08207009751858646	0.9023532823681661	0.69635679	46942
GO:1903825	"organic acid transmembrane transport"	1903825	NaN	2.3384564936046046	1.04760065656078	0.8683381018597383	0.93271216	46942
GO:1905039	"carboxylic acid transmembrane transport"	1905039	NaN	2.3364597338485296	1.0427730037655691	0.868395710920326	0.93221576	46942
GO:0048284	"organelle fusion"	NaN	2.1583624920952498	0.6903543497151685	0.9350031517359284	0.20551449	null
GO:0048499	"synaptic vesicle membrane organization"	NaN	1.2787536009528289	0.08689775031379744	0.9427723244301028	0.15043253	null
GO:0006900	"vesicle budding from membrane"	6900	NaN	1.8692317197309762	0.3524186540504007	0.8308300948380147	0.60900421	48499
GO:0006906	"vesicle fusion"	6906	NaN	2.03342375548695	0.5165588490875737	0.8232544570887167	0.94005369	48499
GO:0007006	"mitochondrial membrane organization"	7006	NaN	2.012837224705172	0.4924205851115188	0.9246151080144707	0.67603676	48499
GO:0007007	"inner mitochondrial membrane organization"	7007	NaN	1.568201724066995	0.17379550062759488	0.9306396548387902	0.57064866	48499
GO:0007009	"plasma membrane organization"	7009	NaN	2.1958996524092336	0.753113836052911	0.9311620873281736	0.70142068	48499
GO:0007029	"endoplasmic reticulum organization"	7029	NaN	1.9777236052888478	0.453799362749831	0.9315991952053225	0.57969357	48499
GO:0007030	"Golgi organization"	7030	NaN	2.0718820073061255	0.5648353770396833	0.9302204293139048	0.71667402	48499
GO:0032981	"mitochondrial respiratory chain complex I assembly"	32981	NaN	1.7781512503836436	0.2848315149174471	0.9264012350962882	0.61840277	48499
GO:0033108	"mitochondrial respiratory chain complex assembly"	33108	NaN	2.0043213737826426	0.4827652795210968	0.9228896915960775	0.70953912	48499
GO:0042407	"cristae formation"	42407	NaN	1.1760912590556813	0.06758713913295356	0.9356300582127318	0.77445621	48499
GO:0061025	"membrane fusion"	61025	NaN	2.2041199826559246	0.767596794438544	0.9347617977663955	0.53745951	48499
GO:0071786	"endoplasmic reticulum tubular network organization"	71786	NaN	1.255272505103306	0.08207009751858646	0.9407505767178378	0.50965294	48499
GO:0090174	"organelle membrane fusion"	90174	NaN	2.041392685158225	0.5262141546779955	0.9245551752800497	0.63313643	48499
GO:0099500	"vesicle fusion to plasma membrane"	99500	NaN	1.2041199826559248	0.07241479192816452	0.8360941236846481	0.7920302	48499
GO:0048588	"developmental cell growth"	NaN	2.130333768495006	0.6469054745582697	0.95207669358012	0.19227902	null
GO:0016049	"cell growth"	16049	NaN	2.143014800254095	0.6662160857391136	0.9815050365220226	0.70749594	48588
GO:0048589	"developmental growth"	48589	NaN	2.7315887651867388	2.5972772038235012	0.9679100055473527	0.82102983	48588
GO:0048675	"axon extension"	48675	NaN	1.724275869600789	0.25103794535097035	0.8926148122296127	0.90277551	48588
GO:0060560	"developmental growth involved in morphogenesis"	60560	NaN	2.2227164711475833	0.8013903640050208	0.9636170709651509	0.83892144	48588
GO:1990138	"neuron projection extension"	1990138	NaN	1.9731278535996986	0.4489717099546201	0.8870194604385507	0.95301475	48588
GO:0048870	"cell motility"	NaN	3.0595634179012676	5.53249010331177	0.9863043959224708	0.02012918	null
GO:0050803	"regulation of synapse structure or activity"	NaN	2.505149978319906	1.540021241672299	0.9378542439524248	0.38912083	null
GO:0050804	"modulation of chemical synaptic transmission"	NaN	2.776701183988411	2.882108718740948	0.9333872754582097	0.37482851	null
GO:0001956	"positive regulation of neurotransmitter secretion"	1956	NaN	1.4313637641589874	0.12551897267548517	0.8679965256067401	0.84762513	50804
GO:0046928	"regulation of neurotransmitter secretion"	46928	NaN	2.041392685158225	0.5262141546779955	0.8689789699586545	0.78296246	50804
GO:0048167	"regulation of synaptic plasticity"	48167	NaN	2.4099331233312946	1.2358791155740079	0.9117661824459208	0.86715812	50804
GO:0048168	"regulation of neuronal synaptic plasticity"	48168	NaN	1.8920946026904804	0.3717292652312446	0.9208737622466522	0.75319542	50804
GO:0048169	"regulation of long-term neuronal synaptic plasticity"	48169	NaN	1.6020599913279623	0.18827845901322776	0.9251000314180534	0.84952581	50804
GO:0048172	"regulation of short-term neuronal synaptic plasticity"	48172	NaN	1.3617278360175928	0.10620836149464132	0.9285893773688177	0.66241614	50804
GO:0051966	"regulation of synaptic transmission, glutamatergic"	51966	NaN	1.9590413923210936	0.43448875156898714	0.9453749533733851	0.76627237	50804
GO:1903233	"regulation of calcium ion-dependent exocytosis of neurotransmitter"	1903233	NaN	0.8450980400142568	0.02896591677126581	0.8906730261161713	0.58881376	50804
GO:2000300	"regulation of synaptic vesicle exocytosis"	2000300	NaN	1.7853298350107671	0.2896591677126581	0.8685718772439498	0.91153252	50804
GO:0050807	"regulation of synapse organization"	NaN	2.494154594018443	1.5014000193106112	0.8763077715929231	0.45001289	null
GO:0061001	"regulation of dendritic spine morphogenesis"	61001	NaN	1.792391689498254	0.29448682050786906	0.877430463462354	0.81965155	50807
GO:0099159	"regulation of modification of postsynaptic structure"	99159	NaN	1.2787536009528289	0.08689775031379744	0.9042923028620384	0.73070432	50807
GO:0099175	"regulation of postsynapse organization"	99175	NaN	2.1398790864012365	0.6613884329439027	0.8858831898827929	0.89160123	50807
GO:1905244	"regulation of modification of synaptic structure"	1905244	NaN	1.380211241711606	0.11103601428985228	0.9023914468517774	0.7469845	50807
GO:1905874	"regulation of postsynaptic density organization"	1905874	NaN	1.3617278360175928	0.10620836149464132	0.8946063455066989	0.74397854	50807
GO:0050821	"protein stabilization"	NaN	2.24551266781415	0.8448392391619195	0.9415228900541133	0.36332346	null
GO:0050890	"cognition"	NaN	2.578639209968072	1.824852756589746	0.9705379966683881	0.43182277	null
GO:0050905	"neuromuscular process"	NaN	2.278753600952829	0.912426378294873	0.9725767442703613	0.28157602	null
GO:0051054	"positive regulation of DNA metabolic process"	NaN	2.4885507165004443	1.4820894081297673	0.918104481606683	0.22969591	null
GO:0051056	"regulation of small GTPase mediated signal transduction"	NaN	2.3729120029701067	1.1344984068745776	0.942034943251321	0.2495709	null
GO:0009967	"positive regulation of signal transduction"	9967	NaN	3.2024883170600935	7.690450902771073	0.9008013578405285	0.7962446	51056
GO:1902533	"positive regulation of intracellular signal transduction"	1902533	NaN	3.0115704435972783	4.953171767886453	0.904434202345678	0.62043938	51056
GO:0051098	"regulation of binding"	NaN	1.8573324964312685	0.34276334845997875	0.9260406233635449	0.49636327	null
GO:0022898	"regulation of transmembrane transporter activity"	22898	NaN	2.0211892990699383	0.5020758907019407	0.8395791454123319	0.98767929	51098
GO:0032092	"positive regulation of protein binding"	32092	NaN	1.2041199826559248	0.07241479192816452	0.9311107557863221	0.83439486	51098
GO:0032409	"regulation of transporter activity"	32409	NaN	2.03342375548695	0.5165588490875737	0.9232793981767358	0.56812053	51098
GO:0032410	"negative regulation of transporter activity"	32410	NaN	1.3979400086720377	0.11586366708506324	0.8503959294467647	0.73003013	51098
GO:0032411	"positive regulation of transporter activity"	32411	NaN	1.6532125137753437	0.21241672298928263	0.8421330084605746	0.84464847	51098
GO:0032412	"regulation of monoatomic ion transmembrane transporter activity"	32412	NaN	2.012837224705172	0.4924205851115188	0.8397909279087074	0.91359441	51098
GO:0032414	"positive regulation of ion transmembrane transporter activity"	32414	NaN	1.6127838567197355	0.19310611180843873	0.8278672248410825	0.83895907	51098
GO:0033674	"positive regulation of kinase activity"	33674	NaN	2.0681858617461617	0.5600077242444723	0.8660109706232647	0.93482613	51098
GO:0043085	"positive regulation of catalytic activity"	43085	NaN	2.496929648073215	1.5110553249010332	0.9085577197482677	0.84608474	51098
GO:0043086	"negative regulation of catalytic activity"	43086	NaN	2.1903316981702914	0.7434585304624892	0.9140731016122379	0.67448478	51098
GO:0043087	"regulation of GTPase activity"	43087	NaN	2.03342375548695	0.5165588490875737	0.9157557192481945	0.80074775	51098
GO:0043393	"regulation of protein binding"	43393	NaN	1.5797835966168101	0.17862315342280582	0.9284033288628806	0.51786087	51098
GO:0043547	"positive regulation of GTPase activity"	43547	NaN	1.8920946026904804	0.3717292652312446	0.916090800535065	0.81792187	51098
GO:0043549	"regulation of kinase activity"	43549	NaN	2.311753861055754	0.9848411702230376	0.8811494561228101	0.93634948	51098
GO:0044092	"negative regulation of molecular function"	44092	NaN	2.444044795918076	1.3372598242734381	0.9160113844421656	0.64884922	51098
GO:0044093	"positive regulation of molecular function"	44093	NaN	2.682145076373832	2.3172733417012648	0.9111540492528236	0.76939083	51098
GO:0045859	"regulation of protein kinase activity"	45859	NaN	2.2810333672477277	0.917254031090084	0.8698469600538787	0.90828903	51098
GO:0045860	"positive regulation of protein kinase activity"	45860	NaN	2.0453229787866576	0.5310418074732065	0.8560707514899477	0.92147301	51098
GO:0050790	"regulation of catalytic activity"	50790	NaN	2.6972293427597176	2.3993434392198516	0.9108279187043883	0.82940143	51098
GO:0051099	"positive regulation of binding"	51099	NaN	1.5563025007672873	0.1689678478323839	0.9263559363815929	0.89001507	51098
GO:0051336	"regulation of hydrolase activity"	51336	NaN	2.367355921026019	1.1200154484889446	0.9126063219206814	0.77511116	51098
GO:0051338	"regulation of transferase activity"	51338	NaN	2.401400540781544	1.211740851597953	0.9119313061960904	0.81763161	51098
GO:0051345	"positive regulation of hydrolase activity"	51345	NaN	2.1583624920952498	0.6903543497151685	0.9112942017902139	0.8673607	51098
GO:0051346	"negative regulation of hydrolase activity"	51346	NaN	1.792391689498254	0.29448682050786906	0.9181743268404559	0.79349993	51098
GO:0051347	"positive regulation of transferase activity"	51347	NaN	2.187520720836463	0.7386308776672782	0.912692952160175	0.74221749	51098
GO:0052547	"regulation of peptidase activity"	52547	NaN	1.845098040014257	0.3331080428695568	0.888095180335075	0.80974287	51098
GO:0071902	"positive regulation of protein serine/threonine kinase activity"	71902	NaN	1.7403626894942439	0.2606932509413923	0.8650034525119966	0.92171839	51098
GO:1901019	"regulation of calcium ion transmembrane transporter activity"	1901019	NaN	1.568201724066995	0.17379550062759488	0.8463276252774828	0.79882775	51098
GO:1901021	"positive regulation of calcium ion transmembrane transporter activity"	1901021	NaN	1.3424226808222062	0.10138070869943033	0.8356178424169012	0.9344841	51098
GO:2001257	"regulation of cation channel activity"	2001257	NaN	1.7160033436347992	0.2462102925557594	0.8427592554412782	0.93064294	51098
GO:0051131	"chaperone-mediated protein complex assembly"	NaN	1.2304489213782739	0.07724244472337549	0.9445016587976002	0.14903449	null
GO:0051174	"regulation of phosphorus metabolic process"	NaN	2.9960736544852753	4.779376267258859	0.9374375421771816	0.27364943	null
GO:0051235	"maintenance of location"	NaN	2.2528530309798933	0.8593221975475523	0.9128271993721602	0.22773763	null
GO:0051258	"protein polymerization"	NaN	2.012837224705172	0.4924205851115188	0.9350988245007777	0.48904857	null
GO:0051301	"cell division"	NaN	2.7151673578484576	2.5007241479192817	0.9875626574554688	0.01517392	null
GO:0051402	"neuron apoptotic process"	NaN	2.1492191126553797	0.6758713913295356	0.983570385603075	0.483031	null
GO:0008631	"intrinsic apoptotic signaling pathway in response to oxidative stress"	8631	NaN	1.3617278360175928	0.10620836149464132	0.9373792549828996	0.70366343	51402
GO:0097190	"apoptotic signaling pathway"	97190	NaN	2.5118833609788744	1.5641595056483537	0.9232839248673859	0.62260206	51402
GO:0097193	"intrinsic apoptotic signaling pathway"	97193	NaN	2.2405492482826	0.8351839335714974	0.9246210607392098	0.6373367	51402
GO:0051588	"regulation of neurotransmitter transport"	NaN	2.110589710299249	0.6179395577870039	0.893991826775751	0.44363613	null
GO:0014059	"regulation of dopamine secretion"	14059	NaN	1.6434526764861874	0.20758907019407163	0.8965116785409858	0.85915215	51588
GO:0017157	"regulation of exocytosis"	17157	NaN	2.3324384599156054	1.0331176981751473	0.8743437452267768	0.8007947	51588
GO:0017158	"regulation of calcium ion-dependent exocytosis"	17158	NaN	1.7075701760979363	0.2413826397605484	0.8881323429962719	0.82770658	51588
GO:0034762	"regulation of transmembrane transport"	34762	NaN	2.615950051656401	1.9889929516269191	0.8781888113701884	0.58675203	51588
GO:0043269	"regulation of monoatomic ion transport"	43269	NaN	2.6541765418779604	2.1724437578449356	0.8795451848282443	0.50982062	51588
GO:0045920	"negative regulation of exocytosis"	45920	NaN	1.568201724066995	0.17379550062759488	0.8746176210807178	0.80356552	51588
GO:0045921	"positive regulation of exocytosis"	45921	NaN	1.9493900066449128	0.42483344597856526	0.8648393989213932	0.87283127	51588
GO:0050433	"regulation of catecholamine secretion"	50433	NaN	1.8195439355418688	0.31379743168871294	0.8927314038979629	0.69700738	51588
GO:0051046	"regulation of secretion"	51046	NaN	2.873320601815399	3.6014289852273826	0.8725551204785092	0.67304275	51588
GO:0051047	"positive regulation of secretion"	51047	NaN	2.615950051656401	1.9889929516269191	0.8546288972829651	0.87218906	51588
GO:0051049	"regulation of transport"	51049	NaN	3.2392994791268923	8.37114994689582	0.8678337318726286	0.7474703	51588
GO:0051050	"positive regulation of transport"	51050	NaN	2.9800033715837464	4.605580766631264	0.8513820201037147	0.71003895	51588
GO:0051051	"negative regulation of transport"	51051	NaN	2.658964842664435	2.1965820218209906	0.8646526402820754	0.61476947	51588
GO:0060341	"regulation of cellular localization"	60341	NaN	3.0211892990699383	5.0642077821763065	0.8730080726794422	0.62265565	51588
GO:0060627	"regulation of vesicle-mediated transport"	60627	NaN	2.7641761323903307	2.8000386212223614	0.873538009912983	0.61385209	51588
GO:1903305	"regulation of regulated secretory pathway"	1903305	NaN	2.187520720836463	0.7386308776672782	0.876462649372498	0.7685688	51588
GO:1903530	"regulation of secretion by cell"	1903530	NaN	2.8273692730538253	3.23935502558656	0.8659131074919264	0.64886072	51588
GO:1903532	"positive regulation of secretion by cell"	1903532	NaN	2.5599066250361124	1.7476103118663706	0.8522471217589975	0.85709646	51588
GO:0051640	"organelle localization"	NaN	2.7489628612561616	2.703485565318142	0.9017067367143065	0.29011322	null
GO:0051651	"maintenance of location in cell"	NaN	2.03342375548695	0.5165588490875737	0.8920529674596126	0.2852895	null
GO:0032507	"maintenance of protein location in cell"	32507	NaN	1.863322860120456	0.34759100125518977	0.8897276207328321	0.86311546	51651
GO:0045185	"maintenance of protein location"	45185	NaN	1.9731278535996986	0.4489717099546201	0.8871733409238196	0.88381507	51651
GO:0051668	"localization within membrane"	NaN	2.7520484478194387	2.7227961764989863	0.8749890304581228	0.39609167	null
GO:0051952	"regulation of amine transport"	NaN	2.0791812460476247	0.5744906826301052	0.894723299470552	0.35790909	null
GO:0055075	"potassium ion homeostasis"	NaN	1.5314789170422551	0.15931254224196195	0.9771964015853336	0.3718329	null
GO:0006883	"intracellular sodium ion homeostasis"	6883	NaN	1.4471580313422192	0.13034662547069614	0.9767396725896244	0.56973296	55075
GO:0030007	"intracellular potassium ion homeostasis"	30007	NaN	1.2041199826559248	0.07241479192816452	0.9778347642930466	0.54524002	55075
GO:0051560	"mitochondrial calcium ion homeostasis"	51560	NaN	1.4771212547196624	0.14000193106111808	0.9761079610030624	0.57286148	55075
GO:0055078	"sodium ion homeostasis"	55078	NaN	1.6127838567197355	0.19310611180843873	0.9768154416160121	0.58737666	55075
GO:0060191	"regulation of lipase activity"	NaN	1.3424226808222062	0.10138070869943033	0.9265426223685854	0.49749024	null
GO:0010466	"negative regulation of peptidase activity"	10466	NaN	1.4771212547196624	0.14000193106111808	0.8793813794578421	0.89667535	60191
GO:0010951	"negative regulation of endopeptidase activity"	10951	NaN	1.4313637641589874	0.12551897267548517	0.8803517648411185	0.91119836	60191
GO:0043281	"regulation of cysteine-type endopeptidase activity involved in apoptotic process"	43281	NaN	1.6720978579357175	0.22207202857970457	0.8902044739740759	0.68310213	60191
GO:0052548	"regulation of endopeptidase activity"	52548	NaN	1.7853298350107671	0.2896591677126581	0.8877745738580076	0.95121097	60191
GO:2000116	"regulation of cysteine-type endopeptidase activity"	2000116	NaN	1.6812412373755872	0.2268996813749155	0.8900043611334199	0.95542371	60191
GO:0060322	"head development"	NaN	2.9190780923760737	4.002124167229893	0.9709372467858336	0.2395627	null
GO:0060996	"dendritic spine development"	NaN	1.6020599913279623	0.18827845901322776	0.9033109869951377	0.42607658	null
GO:0048813	"dendrite morphogenesis"	48813	NaN	1.9138138523837167	0.3910398764120884	0.8922893774195527	0.8290166	60996
GO:0060998	"regulation of dendritic spine development"	NaN	1.9395192526186185	0.41517814038814327	0.9582666566436179	0.31881077	null
GO:0060999	"positive regulation of dendritic spine development"	NaN	1.8260748027008264	0.3186250844839239	0.9398713488151788	0.0331664	null
GO:0061024	"membrane organization"	NaN	2.8739015978644615	3.606256638022593	0.9372521368757667	0.27517262	null
GO:0061919	"process utilizing autophagic mechanism"	NaN	2.4727564493172123	1.4289852273824466	0.9883170835109953	0.01366045	null
GO:0070613	"regulation of protein processing"	NaN	1.7708520116421442	0.28000386212223616	0.9298698491568272	0.35778712	null
GO:0032434	"regulation of proteasomal ubiquitin-dependent protein catabolic process"	32434	NaN	2.113943352306837	0.6227672105822148	0.9251328175257969	0.79720537	70613
GO:0045861	"negative regulation of proteolysis"	45861	NaN	2.146128035678238	0.6710437385343246	0.9105224085362004	0.80346193	70613
GO:0045862	"positive regulation of proteolysis"	45862	NaN	2.357934847000454	1.0958771845128898	0.9022253625791461	0.84713766	70613
GO:0061136	"regulation of proteasomal protein catabolic process"	61136	NaN	2.290034611362518	0.936564642270928	0.922067675097404	0.93793166	70613
GO:1903050	"regulation of proteolysis involved in protein catabolic process"	1903050	NaN	2.359835482339888	1.1007048373081008	0.9237431219573744	0.73585555	70613
GO:2000058	"regulation of ubiquitin-dependent protein catabolic process"	2000058	NaN	2.2174839442139063	0.7917350584145989	0.9233591933514437	0.89934119	70613
GO:0071692	"protein localization to extracellular region"	NaN	2.1492191126553797	0.6758713913295356	0.8849792538209272	0.42498003	null
GO:0072521	"purine-containing compound metabolic process"	NaN	2.693726948923647	2.3800328280390075	0.9132191787717929	0.34542265	null
GO:0072522	"purine-containing compound biosynthetic process"	NaN	2.3404441148401185	1.052428309355991	0.9001219840248381	0.47957858	null
GO:0006735	"NADH regeneration"	6735	NaN	1.2304489213782739	0.07724244472337549	0.8978709406221228	0.62270896	72522
GO:0072593	"reactive oxygen species metabolic process"	NaN	2.0492180226701815	0.5358694602684175	0.9464218072630933	0.13880309	null
GO:0072698	"protein localization to microtubule cytoskeleton"	NaN	1.6532125137753437	0.21241672298928263	0.8925672532623787	0.37635749	null
GO:0006626	"protein targeting to mitochondrion"	6626	NaN	1.7781512503836436	0.2848315149174471	0.8831784570292217	0.56104755	72698
GO:0006886	"intracellular protein transport"	6886	NaN	2.7323937598229686	2.602104856618712	0.8370288036953858	0.6756992	72698
GO:0015031	"protein transport"	15031	NaN	3.0330214446829107	5.204209713237424	0.8366961222952127	0.7922607	72698
GO:0035372	"protein localization to microtubule"	35372	NaN	1.1760912590556813	0.06758713913295356	0.9020093837973387	0.90302596	72698
GO:0044380	"protein localization to cytoskeleton"	44380	NaN	1.6812412373755872	0.2268996813749155	0.8928524359105161	0.52154301	72698
GO:0046907	"intracellular transport"	46907	NaN	3.0670708560453703	5.629043159215989	0.8441782941361613	0.70822177	72698
